Time Stamp,Model Name,Dataset,Number of Runs,Computation,Std Computation,Epoch,Number of Features,Hidden Channels,Learning Rate,Weight Decay,Dropout Rate,Criterion,Loss,Accuracy,Precision,Recall,F1,Std Loss,Std Accuracy,Std Precision,Std Recall,Std F1
2024-06-04 18:14:55,GCN DR 0.3,chrome-run-01-without-centrality-metrics,1,1m 35s,0.0,1000,36,64,0.005,0.0005,0.3,CrossEntropyLoss,0.9788762331008911,0.5207100591715976,0.3903485254691689,0.9032258064516129,0.5451141894421566,0.0,0.0,0.0,0.0,0.0
2024-06-04 18:16:31,GCN DR 0.5,chrome-run-01-without-centrality-metrics,1,0m 50s,0.0,1000,36,64,0.005,0.0005,0.5,CrossEntropyLoss,3.6779263019561768,0.695069033530572,0.7538461538461538,0.060794044665012405,0.11251435132032146,0.0,0.0,0.0,0.0,0.0
2024-06-04 18:17:21,GCN DR 0.7,chrome-run-01-without-centrality-metrics,1,1m 58s,0.0,1000,36,64,0.005,0.0005,0.7,CrossEntropyLoss,1.710693120956421,0.5021696252465483,0.3837920489296636,0.93424317617866,0.5440751445086706,0.0,0.0,0.0,0.0,0.0
2024-06-04 18:19:19,GCN WD 5e-5,chrome-run-01-without-centrality-metrics,1,2m 47s,0.0,1000,36,64,0.005,5e-05,0.0,CrossEntropyLoss,20.693519592285156,0.39289940828402364,0.34222987516142916,0.9863523573200993,0.5081495685522531,0.0,0.0,0.0,0.0,0.0
2024-06-04 18:22:06,GCN WD 1e-5,chrome-run-01-without-centrality-metrics,1,3m 7s,0.0,1000,36,64,0.005,1e-05,0.1,CrossEntropyLoss,0.5446274876594543,0.7629191321499014,0.6096256684491979,0.707196029776675,0.6547960941987364,0.0,0.0,0.0,0.0,0.0
2024-06-04 18:25:13,GCN WD 5e-4,chrome-run-01-without-centrality-metrics,1,3m 7s,0.0,1000,36,64,0.005,0.0005,0.3,CrossEntropyLoss,0.565942108631134,0.7499013806706114,0.5814393939393939,0.7617866004962779,0.6595059076262083,0.0,0.0,0.0,0.0,0.0
2024-06-04 18:28:20,GCN WD 1e-4,chrome-run-01-without-centrality-metrics,1,1m 50s,0.0,1000,36,64,0.005,0.0001,0.5,CrossEntropyLoss,0.86841881275177,0.7009861932938856,0.75,0.08933002481389578,0.15964523281596452,0.0,0.0,0.0,0.0,0.0
2024-06-04 18:30:10,GCN WD 5e-3,chrome-run-01-without-centrality-metrics,1,3m 9s,0.0,1000,36,64,0.005,0.005,0.7,CrossEntropyLoss,0.8209124207496643,0.6974358974358974,0.6466165413533834,0.10669975186104218,0.18317358892438762,0.0,0.0,0.0,0.0,0.0
2024-06-05 02:44:50,GCN,chrome-run-01-without-centrality-metrics,1,0m 51s,0.0,250,33,64,0.005,0.0005,0.0,CrossEntropyLoss,0.4575707018375397,0.8065534938807738,0.6790243902439025,0.8121353558926487,0.7396386822529224,0.0,0.0,0.0,0.0,0.0
2024-06-05 02:45:42,GCN,chrome-run-01-without-centrality-metrics,1,0m 50s,0.0,206,33,64,0.005,0.0005,0.0,CrossEntropyLoss,0.469410240650177,0.798262929332807,0.6550179211469535,0.852975495915986,0.7410035478966042,0.0,0.0,0.0,0.0,0.0
2024-06-05 02:46:33,GCN,chrome-run-01-without-centrality-metrics,1,1m 58s,0.0,481,33,64,0.005,0.0005,0.0,CrossEntropyLoss,0.44502389430999756,0.7998420844848007,0.6620370370370371,0.8343057176196033,0.738255033557047,0.0,0.0,0.0,0.0,0.0
2024-06-05 02:49:45,GCN LR 0.0005,chrome-run-01-without-centrality-metrics,1,3m 22s,0.0,807,33,64,0.0005,0.0005,0.0,CrossEntropyLoss,0.5068782567977905,0.7883932096328464,0.6347607052896725,0.882147024504084,0.73828125,0.0,0.0,0.0,0.0,0.0
2024-06-05 02:53:07,GCN LR 0.001,chrome-run-01-without-centrality-metrics,1,2m 46s,0.0,658,33,64,0.001,0.0005,0.0,CrossEntropyLoss,0.4658530056476593,0.805763916304777,0.6636771300448431,0.8634772462077013,0.7505070993914807,0.0,0.0,0.0,0.0,0.0
2024-06-05 02:55:53,GCN LR 0.005,chrome-run-01-without-centrality-metrics,1,1m 52s,0.0,433,33,64,0.005,0.0005,0.0,CrossEntropyLoss,0.4484228491783142,0.8010264508487959,0.6597285067873303,0.8506417736289381,0.7431192660550459,0.0,0.0,0.0,0.0,0.0
2024-06-05 02:57:45,GCN LR 0.01,chrome-run-01-without-centrality-metrics,1,1m 37s,0.0,387,33,64,0.01,0.0005,0.0,CrossEntropyLoss,0.43961548805236816,0.800236873272799,0.6654099905749293,0.823803967327888,0.7361835245046923,0.0,0.0,0.0,0.0,0.0
2024-06-05 02:59:22,GCN LR 0.05,chrome-run-01-without-centrality-metrics,1,1m 59s,0.0,484,33,64,0.05,0.0005,0.0,CrossEntropyLoss,0.4494509696960449,0.8045795499407817,0.6704331450094162,0.8308051341890315,0.7420531526836894,0.0,0.0,0.0,0.0,0.0
2024-06-05 03:01:55,GCN,chrome-run-01-without-centrality-metrics,1,1m 25s,0.0,347,33,64,0.005,0.0005,0.0,CrossEntropyLoss,0.43853759765625,0.8065534938807738,0.672300469483568,0.8354725787631272,0.7450572320499478,0.0,0.0,0.0,0.0,0.0
2024-06-05 03:03:20,GCN,chrome-run-01-without-centrality-metrics,1,2m 51s,0.0,700,33,64,0.005,0.0005,0.0,CrossEntropyLoss,0.41847681999206543,0.8026056060007896,0.6583850931677019,0.8658109684947491,0.747983870967742,0.0,0.0,0.0,0.0,0.0
2024-06-05 03:06:12,GCN,chrome-run-01-without-centrality-metrics,1,0m 56s,0.0,227,33,64,0.005,0.0005,0.0,CrossEntropyLoss,0.4688250720500946,0.7958941966048164,0.6588785046728972,0.822637106184364,0.7317073170731708,0.0,0.0,0.0,0.0,0.0
2024-06-05 03:14:28,GCN,chrome-run-01-without-centrality-metrics,1,0m 49s,0.0,291,33,64,0.005,0.0005,0.0,CrossEntropyLoss,0.45645904541015625,0.8033951835767864,0.6720997123681688,0.8179696616102684,0.7378947368421053,0.0,0.0,0.0,0.0,0.0
2024-06-05 03:18:43,GCN Early Stop,chrome-run-01-without-centrality-metrics,3,1m 19s,31.027315072269396,548,33,64,0.005,0.0005,0.0,CrossEntropyLoss,0.4506884316603343,0.8045795499407816,0.6702600106236111,0.8319719953325554,0.7423221129662726,0.012981683872593058,0.0032714312132270354,0.007199067549527911,0.010609242860354596,0.002908118000265344
2024-06-05 03:24:18,GCN Early Stop,chrome-run-01-without-centrality-metrics,3,1m 44s,49.05427503744815,443,33,64,0.005,0.0005,0.0,CrossEntropyLoss,0.4453127384185791,0.8024740097381234,0.6638492721458465,0.8432516530532866,0.7426796312707548,0.019156607294282094,0.007166863431604196,0.007538510768511691,0.02755264216013198,0.012328239394088406
2024-06-05 03:29:40,GCN Early Stop,chrome-run-01-without-centrality-metrics,3,1m 32s,35.58822083890582,242,33,64,0.005,0.0005,0.0,CrossEntropyLoss,0.4562053183714549,0.797341755494144,0.657762511219126,0.8358615324776352,0.7361673931418796,0.023408433916568862,0.003623081957609232,0.00231465523900002,0.0130052535957219,0.006477375191416863
2024-06-05 03:35:54,GCN LR 0.0005,chrome-run-01-without-centrality-metrics,3,2m 1s,53.59814785881238,201,33,64,0.0005,0.0005,0.0,CrossEntropyLoss,0.5528663595517477,0.6941702855638899,0.5617936161139278,0.8887592376507195,0.6785570689856741,0.060773097031535335,0.14220229061142264,0.11880045434593602,0.025068662846086404,0.08930914021369346
2024-06-05 03:39:51,GCN LR 0.001,chrome-run-01-without-centrality-metrics,3,1m 28s,35.36450602223815,325,33,64,0.001,0.0005,0.0,CrossEntropyLoss,0.503147820631663,0.7940518489274905,0.6461584011642003,0.8665888759237651,0.74013061406177,0.014001737851197576,0.006067715164310306,0.011518155829881532,0.012101399600236502,0.003034896674607215
2024-06-05 03:43:22,GCN LR 0.005,chrome-run-01-without-centrality-metrics,3,1m 14s,20.703559582064972,380,33,64,0.005,0.0005,0.0,CrossEntropyLoss,0.4643952151139577,0.7990525069088038,0.6642392975322059,0.8226371061843641,0.7348683423843285,0.02704258039510068,0.010390272900724775,0.016157770733824694,0.009383382405145723,0.010559621250013265
2024-06-05 03:48:29,GCN LR 0.01,chrome-run-01-without-centrality-metrics,3,1m 46s,48.75144837885518,426,33,64,0.01,0.0005,0.0,CrossEntropyLoss,0.4401727120081584,0.8056323200421108,0.6713933622753508,0.8335278101905873,0.7437175751119507,0.01635421978449528,0.0026840476450020914,0.004277751159500261,0.002397671724219777,0.002762576504655104
